City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Tilichiki,RU,60.4667,166.1,10.44,83,100,20.4,overcast clouds
348,Vilyuysk,RU,63.7553,121.6247,5.59,85,100,9.62,overcast clouds
349,Nha Trang,VN,12.25,109.1833,75.2,94,40,5.75,scattered clouds
350,Belaya Gora,RU,68.5333,146.4167,-9.26,88,79,2.8,broken clouds
351,Erzin,TR,36.9559,36.2,48.0,84,100,8.99,overcast clouds
352,Pevek,RU,69.7008,170.3133,-12.08,90,68,1.68,broken clouds
353,Hami,CN,42.8,93.45,52.16,32,53,11.45,broken clouds
354,Saint Anthony,US,45.0205,-93.218,48.2,61,90,13.8,overcast clouds
355,Wasilla,US,61.5814,-149.4394,23.0,25,1,9.22,clear sky
356,Pacific Grove,US,36.6177,-121.9166,59.0,58,1,10.36,clear sky
357,Newport,GB,51.5877,-2.9984,39.0,85,87,13.58,overcast clouds
358,Agadez,NE,19.75,10.25,80.19,6,0,5.17,clear sky
359,San Cristobal,VE,7.7669,-72.225,82.4,74,40,6.91,scattered clouds
360,Itoman,JP,26.1247,127.6694,73.4,68,20,19.57,few clouds
361,Krupina,SK,48.3554,19.0647,46.99,63,83,4.0,broken clouds
362,Biak,ID,-0.9131,122.8766,79.45,76,98,0.83,overcast clouds
363,Puerto Escondido,MX,15.85,-97.0667,84.2,79,40,6.91,scattered clouds
364,Banjar,ID,-8.19,114.9675,80.6,83,20,4.61,few clouds
365,Trairi,BR,-3.2778,-39.2689,78.82,84,28,8.03,scattered clouds
366,Guerrero Negro,MX,27.9769,-114.0611,64.24,68,99,19.77,overcast clouds
367,Saint-Pierre,RE,-21.3393,55.4781,78.8,78,0,4.61,light rain
368,Dwarka,IN,22.2394,68.9678,78.42,75,0,10.56,clear sky
369,Hovd,MN,48.0056,91.6419,28.47,51,100,4.9,overcast clouds
370,Eldorado,BR,-23.7869,-54.2836,71.87,56,3,7.23,clear sky
371,Vila Velha,BR,-20.3297,-40.2925,77.0,78,20,3.44,few clouds
372,Chimbote,PE,-9.0853,-78.5783,68.99,88,89,7.72,overcast clouds
373,Necochea,AR,-38.5473,-58.7368,57.0,92,100,5.01,overcast clouds
374,Devonport,AU,-41.1667,146.35,54.0,56,24,1.99,few clouds
375,Baykit,RU,61.67,96.37,16.3,97,84,1.7,broken clouds
376,Nouadhibou,MR,20.931,-17.0347,68.0,68,55,19.57,broken clouds
377,Oyama,JP,36.3,139.8,54.0,54,20,5.75,few clouds
378,Tshane,BW,-24.0196,21.8684,69.46,39,0,3.31,clear sky
379,Petropavlovskoye,RU,52.0712,84.107,28.35,96,72,7.23,broken clouds
380,Cururupu,BR,-1.8283,-44.8683,75.09,96,68,2.93,broken clouds
381,Kanigiri,IN,15.4,79.5167,75.47,90,1,3.71,clear sky
382,Bubaque,GW,11.2833,-15.8333,77.11,72,16,14.43,few clouds
383,Miandrivazo,MG,-19.5167,45.4667,76.24,76,100,1.12,overcast clouds
384,Burnie,AU,-41.0667,145.9167,46.99,74,39,30.0,light rain
385,Pusad,IN,19.9,77.5833,83.05,43,90,6.53,overcast clouds
386,Viedma,AR,-40.8135,-62.9967,59.45,65,98,5.95,overcast clouds
387,Marsa Matruh,EG,31.3525,27.2453,57.2,51,0,11.5,clear sky
388,Jalu,LY,29.0331,21.5482,57.81,28,70,8.01,broken clouds
389,Marawi,PH,7.9986,124.2928,73.29,83,98,2.59,overcast clouds
390,Gizo,SB,-8.103,156.8419,80.4,83,100,10.8,light rain
391,Benjamin Constant,BR,-4.3831,-70.0311,74.64,95,97,3.09,overcast clouds
392,Mhango,TZ,-3.2833,32.85,60.19,96,100,2.44,overcast clouds
393,Kaitangata,NZ,-46.2817,169.8464,64.0,73,60,5.01,broken clouds
394,Alekseyevka,RU,50.6309,38.6903,40.46,68,61,7.4,broken clouds
395,Straumen,NO,63.8709,11.2999,37.0,75,75,5.75,light snow
396,Nara,JP,34.6851,135.8049,55.0,62,0,1.14,clear sky
397,Faya,SA,18.3851,42.4509,62.6,23,20,5.75,few clouds
398,Surandai,IN,8.9667,77.4,77.76,78,0,0.76,clear sky
399,Nakamura,JP,32.9833,132.9333,58.1,52,36,4.99,scattered clouds
400,Lavrentiya,RU,65.5833,-171.0,-0.35,78,100,18.32,overcast clouds
401,Homer,US,59.6425,-151.5483,30.0,46,75,6.91,broken clouds
402,Dunedin,NZ,-45.8742,170.5036,65.05,60,41,5.61,scattered clouds
403,Pangnirtung,CA,66.1451,-65.7125,28.8,88,100,2.64,light snow
404,Westport,US,41.1415,-73.3579,61.0,72,1,3.44,clear sky
405,The Valley,AI,18.217,-63.0578,77.0,60,20,5.75,few clouds
406,Kwinana,AU,-32.25,115.7667,63.0,88,90,11.5,light rain
407,Chachapoyas,PE,-6.2317,-77.869,53.51,95,100,0.98,overcast clouds
408,Chengde,CN,40.9725,117.9361,54.21,53,92,3.24,overcast clouds
409,Katherine,AU,-14.4667,132.2667,84.2,65,83,4.61,broken clouds
410,Yerbogachen,RU,61.2767,108.0108,7.32,86,23,5.3,few clouds
411,Andenes,NO,69.3143,16.1194,33.8,93,90,24.16,moderate rain
412,Uglovskoye,RU,51.3557,80.1942,32.41,88,4,15.17,clear sky
413,Sorland,NO,67.667,12.6934,36.12,86,100,26.17,light rain
414,Unity,CA,52.4501,-109.1682,46.54,41,69,18.23,broken clouds
415,Alofi,NU,-19.0595,-169.9187,82.4,78,8,8.05,light rain
416,Wewak,PG,-3.5534,143.6268,82.08,76,100,5.28,overcast clouds
417,Jacmel,HT,18.2342,-72.5347,82.4,65,75,8.05,broken clouds
418,San Pedro,PH,14.35,121.0167,84.0,69,40,4.61,scattered clouds
419,Kalmunai,LK,7.4167,81.8167,77.68,81,59,4.29,broken clouds
420,Ust-Kuyga,RU,70.0167,135.6,-7.2,81,48,2.95,scattered clouds
421,Xining,CN,36.6167,101.7667,37.94,82,99,2.26,overcast clouds
422,Ojinaga,MX,29.5667,-104.4167,87.8,8,1,8.05,clear sky
423,Ichinoseki,JP,38.9167,141.1333,39.2,75,0,4.61,clear sky
424,Birin,NP,26.8865,88.0718,57.78,24,0,6.17,clear sky
425,Kawalu,ID,-7.3817,108.2082,75.02,91,100,0.92,overcast clouds
426,Buzmeyin,TM,38.0507,58.2056,62.6,36,4,2.3,clear sky
427,Las Palmas,ES,28.4204,-14.0131,64.4,72,0,6.91,clear sky
428,Roma,US,43.2128,-75.4557,75.2,31,1,4.27,clear sky
429,Guanare,VE,9.0418,-69.7421,79.81,73,100,2.1,overcast clouds
430,Mitchell,US,43.7094,-98.0298,60.8,18,1,3.44,clear sky
431,Faanui,PF,-16.4833,-151.75,82.36,69,54,8.43,broken clouds
432,Saint-Augustin,CA,51.226,-58.6502,33.48,96,100,12.41,snow
433,Srandakan,ID,-7.9386,110.2506,79.66,83,88,3.06,overcast clouds
434,Xichang,CN,27.8964,102.2634,56.57,69,2,1.5,clear sky
435,Kainantu,PG,-6.2887,145.8655,67.42,74,100,1.63,overcast clouds
436,Ilhabela,BR,-23.7781,-45.3581,72.9,75,8,4.54,clear sky
437,Atambua,ID,-9.1061,124.8925,77.38,70,83,1.52,broken clouds
438,Samana,DO,19.2056,-69.3369,75.2,94,40,9.22,scattered clouds
439,Mahebourg,MU,-20.4081,57.7,78.8,78,75,11.5,broken clouds
440,Beringovskiy,RU,63.05,179.3167,8.13,92,100,23.47,light snow
441,Ngama,TD,11.7833,17.1667,80.8,19,68,4.99,broken clouds
442,Touros,BR,-5.1989,-35.4608,77.0,88,40,4.61,scattered clouds
443,Morant Bay,JM,17.8815,-76.4093,80.6,69,75,18.41,broken clouds
444,Grindavik,IS,63.8424,-22.4338,33.8,100,90,16.11,overcast clouds
445,Ngunguru,NZ,-35.6167,174.5,75.0,79,73,3.0,broken clouds
446,Raudeberg,NO,61.9875,5.1352,33.01,92,94,3.78,overcast clouds
447,Gigmoto,PH,13.7796,124.39,80.62,76,64,8.63,broken clouds
448,Urubicha,BO,-15.3833,-62.95,72.27,98,100,2.44,overcast clouds
449,Linjiang,CN,41.8069,126.9078,53.02,43,88,4.61,overcast clouds
450,Yelizovo,RU,53.1873,158.3805,35.6,48,0,4.47,clear sky
451,Khani,GE,41.9563,42.9566,44.6,93,90,4.61,overcast clouds
452,Tall Kayf,TR,37.0833,41.0667,44.33,80,0,4.32,clear sky
453,Maniwaki,CA,46.3834,-75.966,71.6,40,98,6.91,overcast clouds
454,Bay Saint Louis,US,30.3088,-89.33,73.4,73,40,8.05,scattered clouds
455,Snezhnogorsk,RU,69.1933,33.2531,30.2,80,40,4.47,scattered clouds
456,Leh,IN,34.1667,77.5833,26.96,67,85,2.19,overcast clouds
457,Hofn,IS,64.2539,-15.2082,31.03,52,95,4.9,overcast clouds
458,Rawlins,US,41.7911,-107.2387,60.8,10,1,34.52,clear sky
459,Port Hawkesbury,CA,45.6169,-61.3485,30.99,69,90,9.22,overcast clouds
460,Abu Samrah,SY,35.3029,37.1841,45.64,78,43,18.3,scattered clouds
461,Canon City,US,38.441,-105.2424,70.0,11,1,11.5,clear sky
462,Humaita,BR,-7.5061,-63.0208,74.64,95,80,2.1,broken clouds
463,Kolosovka,RU,56.4678,73.611,24.46,95,94,3.42,overcast clouds
464,Lala,PH,7.9745,123.7458,81.41,76,73,3.56,broken clouds
465,Kupang,ID,-10.1667,123.5833,79.7,84,51,2.86,broken clouds
466,Kholodnyy,RU,62.7167,147.95,1.51,81,100,5.46,overcast clouds
467,Staraya Russa,RU,57.9944,31.3608,34.72,91,62,4.74,broken clouds
468,Yelan-Kolenovskiy,RU,51.1632,41.151,39.25,76,94,10.78,overcast clouds
469,Jiayuguan,CN,39.8167,98.3,48.87,45,88,8.01,overcast clouds
470,Venice,US,27.0998,-82.4543,66.2,94,40,11.5,moderate rain
471,Salinas,US,36.6777,-121.6555,62.6,51,1,14.97,clear sky
472,Ciudad Bolivar,VE,8.1222,-63.5497,84.29,61,92,10.8,overcast clouds
473,Comodoro Rivadavia,AR,-45.8667,-67.5,57.2,58,0,24.16,clear sky
474,San Diego De Los Banos,CU,22.6467,-83.3697,78.55,74,65,8.86,broken clouds
475,Saint-Andre-Avellin,CA,45.7168,-75.066,75.2,38,75,3.44,broken clouds
476,Gedinne,BE,49.9804,4.9367,48.99,100,90,5.75,light rain
477,Kangaatsiaq,GL,68.3065,-53.4641,24.57,81,92,7.61,overcast clouds
478,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,83.07,57,82,8.77,broken clouds
479,Wilkie,CA,52.4168,-108.7014,46.4,46,40,11.5,scattered clouds
480,Tabou,CI,4.423,-7.3528,79.93,84,100,6.58,overcast clouds
481,Nacala,MZ,-14.5428,40.6728,72.93,97,100,6.51,light rain
482,Tezu,IN,27.9167,96.1667,65.66,86,72,5.41,broken clouds
483,Ndioum,SN,16.5129,-14.6471,89.6,27,0,4.61,clear sky
484,Havelock,US,34.8791,-76.9013,70.0,78,75,6.91,broken clouds
485,Peleduy,RU,59.6289,112.7406,6.31,93,95,4.23,overcast clouds
486,Benjamin Hill,MX,30.1667,-111.1,91.0,23,24,7.0,few clouds
487,Autazes,BR,-3.5797,-59.1306,74.57,97,86,0.69,heavy intensity rain
488,Bonavista,CA,48.6499,-53.1147,33.01,100,100,6.91,moderate rain
489,Ketchikan,US,55.3422,-131.6461,39.2,81,90,5.75,light snow
490,Pinheiro Machado,BR,-31.5783,-53.3811,72.0,94,84,4.21,light rain
491,Ambilobe,MG,-13.2,49.05,72.14,92,99,3.31,overcast clouds
492,Meulaboh,ID,4.1363,96.1285,77.2,86,54,4.41,broken clouds
493,North Bend,US,43.4065,-124.2243,52.0,62,20,14.97,few clouds
494,Kitob,UZ,39.0843,66.8332,53.6,58,1,4.61,clear sky
495,Iberia,US,29.9502,-91.7507,78.01,83,75,14.97,broken clouds
496,Klaksvik,FO,62.2266,-6.589,30.2,80,75,12.66,light snow
497,Champerico,GT,14.3,-91.9167,87.8,74,20,9.22,few clouds
498,Mudgee,AU,-32.5943,149.5871,54.0,50,75,20.71,broken clouds
499,Anadyr,RU,64.75,177.4833,10.4,52,100,2.24,overcast clouds
500,Acarau,BR,-2.8856,-40.12,80.38,81,46,13.58,scattered clouds
501,Kashmor,PK,28.4333,69.5833,80.33,10,11,5.84,few clouds
502,Syava,RU,58.0146,46.3222,26.29,99,44,3.04,scattered clouds
503,Zyryanskoye,RU,56.8306,86.6258,28.2,88,63,1.61,broken clouds
504,Port Macquarie,AU,-31.4333,152.9167,70.0,45,1,3.0,clear sky
505,Solnechnyy,RU,50.7214,136.6319,42.51,75,100,9.55,overcast clouds
506,Arlit,NE,18.7369,7.3853,82.9,8,0,10.85,clear sky
507,Mandalgovi,MN,45.7625,106.2708,37.56,59,6,8.12,clear sky
508,Verin,ES,41.9415,-7.4381,48.0,94,91,2.93,overcast clouds
509,Olafsvik,IS,64.8945,-23.7142,39.04,95,100,13.24,overcast clouds
510,Urumqi,CN,43.801,87.6005,50.0,43,0,6.71,clear sky
511,Eyemouth,GB,55.8713,-2.0901,32.0,90,64,11.18,broken clouds
512,Marabba,SD,12.35,32.1833,85.82,9,78,15.75,broken clouds
513,Corinto,GR,37.9407,22.9573,45.0,54,1,1.01,clear sky
514,Diego De Almagro,CL,-26.3667,-70.05,62.82,52,72,1.92,broken clouds
515,Pontes E Lacerda,BR,-15.2261,-59.3353,72.7,94,60,2.15,broken clouds
516,Bosorod,RO,45.6833,23.0833,40.64,74,14,3.6,light rain
517,Silopi,TR,37.2497,42.4694,50.27,68,82,2.86,broken clouds
518,Markova,UA,48.6758,24.4138,36.99,80,8,5.21,clear sky
519,Aruppukkottai,IN,9.5167,78.1,81.0,68,6,2.42,clear sky
520,Tutoia,BR,-2.7619,-42.2744,78.89,88,85,9.17,overcast clouds
521,Jinji,CN,23.2281,110.8261,69.84,82,98,2.51,overcast clouds
522,Bodh Gaya,IN,24.7,84.9833,71.6,56,75,4.52,haze
523,Meuselwitz,DE,51.05,12.3,46.99,87,75,2.3,light rain
524,Puyang,CN,29.4603,119.8861,55.27,89,100,1.41,light rain
525,Pontianak,ID,-0.0333,109.3333,75.2,100,75,2.17,broken clouds
526,Antalaha,MG,-14.9003,50.2788,73.27,90,100,5.75,light rain
527,Conakry,GN,9.538,-13.6773,79.27,82,22,7.16,few clouds
528,Osakarovka,KZ,50.565,72.5692,30.88,84,4,17.07,clear sky
529,Carauari,BR,-4.8828,-66.8958,74.75,97,99,0.94,overcast clouds
530,Noumea,NC,-22.2763,166.4572,80.01,94,75,9.22,mist
531,Bulalacao,PH,12.3254,121.3435,81.79,67,64,17.76,broken clouds
532,Waddan,LY,29.1614,16.139,61.52,25,53,20.56,broken clouds
533,Mayo,US,38.8876,-76.5119,64.4,72,1,6.35,clear sky
534,Tiksi,RU,71.6872,128.8694,-5.3,90,42,6.06,scattered clouds
535,Essenbach,DE,48.6167,12.2167,44.01,79,100,1.01,overcast clouds
536,Coromandel,BR,-18.4733,-47.2003,62.58,69,0,3.83,clear sky
537,Vestmanna,FO,62.1564,-7.1664,30.2,80,75,12.66,light snow
538,Vuktyl,RU,63.8567,57.3094,30.79,92,22,8.55,few clouds
539,San Quintin,MX,30.4833,-115.95,63.01,74,65,16.69,broken clouds
540,Musoma,TZ,-1.5,33.8,66.24,87,92,6.4,light rain
541,Laje,BR,-10.1833,-40.9667,72.43,75,89,9.22,overcast clouds
542,Houston,US,29.7633,-95.3633,81.0,25,1,12.66,clear sky
543,Grand Gaube,MU,-20.0064,57.6608,79.0,74,97,5.01,light rain
544,Okhotsk,RU,59.3833,143.3,22.03,81,100,30.74,light snow
545,Capitao Poco,BR,-1.7464,-47.0594,73.56,96,99,3.96,overcast clouds
546,Coahuayana,MX,18.7333,-103.6833,84.2,39,1,5.91,clear sky
547,Rasskazovo,RU,52.6714,41.9033,36.43,79,92,9.42,overcast clouds
548,Kahului,US,20.8947,-156.47,78.8,53,40,11.5,scattered clouds
549,Hervey Bay,AU,-25.2986,152.8535,78.8,57,89,4.61,overcast clouds
550,Mersing,MY,2.4312,103.8405,75.2,100,16,5.75,few clouds
551,Orichi,RU,58.4036,49.0572,33.19,91,100,3.04,overcast clouds
552,San Rafael,AR,-34.6177,-68.3301,53.01,74,83,5.08,broken clouds
553,Kuna,US,43.4918,-116.4201,59.0,21,1,17.27,clear sky
554,Galveston,US,29.3669,-94.9669,81.0,69,1,11.5,clear sky
555,Alvaraes,BR,-3.2208,-64.8042,84.2,79,40,2.3,light rain
556,Qaqortoq,GL,60.7167,-46.0333,37.4,75,40,2.3,scattered clouds
557,Novikovo,RU,51.1537,37.8879,39.34,61,4,5.75,clear sky
558,Sistranda,NO,63.7256,8.834,35.6,87,75,18.41,broken clouds
559,Ceres,US,37.5949,-120.9577,75.99,29,1,16.11,clear sky
560,Rawson,AR,-43.3002,-65.1023,62.74,47,3,8.05,clear sky
561,Karnobat,BG,42.65,26.9833,39.2,87,0,2.3,clear sky
562,Omsukchan,RU,62.5333,155.8,-2.38,78,80,7.23,broken clouds
563,Huarmey,PE,-10.0681,-78.1522,70.2,87,73,6.73,broken clouds
564,Bandarbeyla,SO,9.4942,50.8122,77.77,73,0,6.96,clear sky
565,Chapais,CA,49.7834,-74.8492,59.0,47,1,9.22,clear sky
566,Serro,BR,-18.6047,-43.3794,60.39,93,14,2.3,few clouds
567,Camacha,PT,33.0833,-16.3333,64.4,88,40,6.91,scattered clouds
568,Darnah,LY,32.767,22.6367,53.92,63,8,10.02,clear sky
569,Baringo,KE,0.4667,35.9667,71.4,69,96,5.23,overcast clouds
570,College,US,64.8569,-147.8028,16.0,29,75,9.22,broken clouds
571,Norman Wells,CA,65.282,-126.8329,-5.8,71,90,10.36,light snow
572,Nouakchott,MR,18.0858,-15.9785,73.4,78,83,13.8,broken clouds
573,Cayenne,GF,4.9333,-52.3333,75.2,94,75,6.82,moderate rain
574,Suba,PH,10.8438,121.0102,82.26,75,59,23.02,broken clouds
575,Port Lincoln,AU,-34.7333,135.8667,60.1,58,94,15.55,overcast clouds
576,Alexandria,EG,31.2156,29.9553,57.2,54,40,14.97,scattered clouds
577,Ajdabiya,LY,30.7554,20.2263,58.8,33,24,13.38,few clouds
578,Durango,MX,24.8333,-104.8333,80.64,8,6,23.09,clear sky
579,Lukh,RU,57.0124,42.2584,31.64,90,0,7.14,clear sky
580,Ahipara,NZ,-35.1667,173.1667,73.15,64,4,3.71,clear sky
581,Mandurah,AU,-32.55,115.7,60.01,84,100,19.24,light rain
582,Sulphur Springs,US,33.1385,-95.6011,68.0,34,1,6.71,clear sky
583,Nome,US,64.5011,-165.4064,12.99,52,75,19.57,broken clouds
584,Moerai,PF,-22.4333,-151.3333,78.57,80,100,13.89,light rain
585,Adet,ET,11.2644,37.4888,63.28,49,71,2.77,broken clouds
586,Jiangdu,CN,32.4286,119.5574,60.01,88,70,1.01,broken clouds
587,Kharitonovo,RU,61.4009,47.4978,33.17,88,4,9.01,clear sky
588,Pueblo,US,38.2545,-104.6091,71.6,9,1,13.8,clear sky
589,Komsomolskiy,UZ,40.4272,71.7189,55.4,41,1,9.22,clear sky
590,Port Moresby,PG,-9.4431,147.1797,81.81,67,92,2.59,overcast clouds
591,Tefe,BR,-3.3542,-64.7114,84.2,79,40,2.3,scattered clouds
592,Dombarovskiy,RU,50.7587,59.5386,34.7,96,85,8.37,overcast clouds
593,Ilulissat,GL,69.2167,-51.1,21.2,79,90,5.32,overcast clouds
594,Putnok,HU,48.3,20.4333,44.24,82,89,1.86,overcast clouds
595,Enshi,CN,30.3,109.4833,53.51,97,100,0.47,overcast clouds
596,Escarcega,MX,18.6089,-90.7454,94.5,31,19,6.2,few clouds
597,Mutis,CO,6.2262,-77.4044,78.67,85,54,3.94,light rain
598,Semnan,IR,35.5729,53.3971,69.21,27,99,6.85,overcast clouds
599,Chumikan,RU,54.7183,135.315,34.34,70,71,23.06,broken clouds
600,Zeya,RU,53.75,127.2667,21.81,50,2,10.31,clear sky
601,Maarianhamina,AX,60.0973,19.9348,39.2,60,0,5.75,clear sky
602,Orsha,BY,54.5153,30.4053,39.96,78,45,9.78,scattered clouds
603,Llangefni,GB,53.2556,-4.3106,41.0,75,20,5.75,few clouds
604,Shingu,JP,33.7333,135.9833,55.4,58,20,5.75,few clouds
605,Zhigalovo,RU,54.8097,105.1578,20.03,67,25,3.58,scattered clouds
606,Bosaso,SO,11.2842,49.1816,78.44,60,0,12.73,clear sky
607,Kivsharivka,UA,49.6213,37.7036,40.84,66,37,7.45,scattered clouds
608,Vostok,RU,46.4856,135.8833,46.63,40,77,6.33,broken clouds
609,Miyang,CN,24.4042,103.4428,60.19,92,60,6.04,broken clouds
610,Honiara,SB,-9.4333,159.95,83.41,74,94,5.64,overcast clouds
611,Lingao,CN,19.9103,109.6859,74.86,84,45,15.32,scattered clouds
612,Marienburg,PL,54.0359,19.0266,39.99,65,100,5.12,overcast clouds
613,Rangoon,MM,16.8053,96.1561,82.06,66,19,2.15,few clouds
614,Hastings,GB,50.8552,0.5729,39.99,80,100,1.99,overcast clouds
615,Berga,NO,60.392,5.328,34.0,93,75,3.44,broken clouds
616,Miraflores,MX,19.2167,-98.8083,78.8,19,40,17.27,scattered clouds
617,Sovetskiy,RU,61.3614,63.5842,33.91,99,100,4.74,moderate rain
618,Wad Rawah,SD,15.1603,33.1397,83.46,10,0,21.77,clear sky
619,Karacabey,TR,40.2152,28.4038,32.0,93,0,3.44,clear sky
620,Quakenbruck,DE,52.6833,7.95,45.0,90,100,1.99,light rain
621,Chernyshevskiy,RU,63.0128,112.4714,2.1,85,42,4.9,scattered clouds
622,Muriti,TZ,-1.9833,32.9167,69.6,81,100,12.82,light rain
623,Bantou,CN,26.2151,117.4893,65.86,64,99,2.46,overcast clouds
624,Cockburn Town,TC,21.4612,-71.1419,75.2,64,40,11.5,scattered clouds
625,Dawlatabad,AF,36.4141,64.9053,62.44,37,30,1.52,scattered clouds
626,Lilongwe,MW,-13.9669,33.7873,60.67,87,100,2.66,overcast clouds
627,Bima,ID,-8.4667,118.7167,80.98,82,7,3.74,clear sky
628,Villazon,BO,-22.0866,-65.5942,60.17,46,30,9.37,scattered clouds
629,Vila Do Maio,CV,15.1333,-23.2167,73.4,53,0,16.11,clear sky
630,Hobyo,SO,5.3505,48.5268,81.5,62,5,13.56,clear sky
631,Mahon,ES,39.8885,4.2658,53.6,94,0,4.61,clear sky
632,Tocopilla,CL,-22.092,-70.1979,68.85,76,33,10.58,scattered clouds
633,Kilindoni,TZ,-7.9139,39.6668,80.15,80,100,10.92,moderate rain
634,Talakan,RU,50.3167,130.3667,39.69,63,94,9.31,overcast clouds
635,Sorong,ID,-0.8833,131.25,79.3,85,100,2.89,overcast clouds
636,Krasnyy Yar,RU,46.5331,48.3456,46.4,81,0,2.24,clear sky
637,Channel-Port Aux Basques,CA,47.5702,-59.1367,32.22,80,92,16.26,overcast clouds
638,Zlitan,LY,32.4674,14.5687,59.14,66,99,18.48,overcast clouds
639,Botwood,CA,49.1499,-55.3482,33.01,93,100,11.54,snow
640,Sibu,MY,2.3,111.8167,73.4,94,40,3.44,scattered clouds
641,Mutoko,ZW,-17.397,32.2268,55.51,82,3,4.03,clear sky
642,Barma,SL,8.35,-11.3333,75.99,95,95,2.28,overcast clouds
643,Torbay,CA,47.6666,-52.7314,33.01,100,90,9.22,snow
644,Pakenham,AU,-38.0667,145.4833,50.0,95,94,1.99,light rain
645,Hatillo,PR,18.4863,-66.8254,77.0,64,90,10.36,overcast clouds
646,Sindor,RU,62.8629,51.8905,30.79,92,4,7.65,clear sky
647,Ronne,DK,55.1009,14.7066,35.6,93,90,4.61,overcast clouds
648,Vilela,PT,41.2251,-7.6034,54.0,91,97,1.5,overcast clouds
649,Masindi,UG,1.6744,31.715,63.97,94,100,4.72,overcast clouds
650,Chifeng,CN,42.2683,118.9636,58.73,35,100,17.38,light rain
651,Tianjin,CN,39.1422,117.1767,59.0,51,100,4.47,overcast clouds
652,Kakanj,BA,44.1272,18.1181,39.2,75,0,1.14,clear sky
653,Uray,RU,60.1247,64.7758,36.91,99,100,7.87,overcast clouds
654,Benghazi,LY,32.1167,20.0667,58.51,49,88,11.7,overcast clouds
655,Waitati,NZ,-45.75,170.5667,68.63,52,27,2.42,scattered clouds
656,Sobolevo,RU,54.4299,31.8996,38.62,75,19,9.6,few clouds
657,Iroquois Falls,CA,48.7669,-80.6831,60.8,48,75,4.61,broken clouds
658,La Libertad,EC,-2.2333,-80.9,80.6,83,0,10.36,clear sky
659,Hambantota,LK,6.1241,81.1185,77.88,80,6,3.69,clear sky
660,Pozhva,RU,59.0912,56.0847,35.8,99,100,2.53,overcast clouds
661,Bereda,ES,43.2686,-7.5406,50.0,100,100,8.01,overcast clouds
662,Nampula,MZ,-15.1165,39.2666,73.4,94,40,5.75,scattered clouds
663,Ossora,RU,59.2353,163.0719,16.38,65,14,18.12,few clouds
664,Tupik,RU,54.4253,119.9327,14.38,66,87,5.08,overcast clouds
665,Aswan,EG,24.0934,32.907,61.86,26,0,15.23,clear sky
666,Rafsanjan,IR,30.4067,55.9939,66.38,29,56,4.59,broken clouds
667,Polson,US,47.6936,-114.1632,37.0,70,100,11.99,overcast clouds
668,Listvyagi,RU,53.6772,86.951,30.11,82,4,3.87,clear sky
669,Shediac,CA,46.2198,-64.5411,33.01,64,20,8.05,few clouds
670,Verkh-Usugli,RU,52.7,115.1667,23.02,35,77,4.38,broken clouds
671,Kelvington,CA,52.1667,-103.5343,55.4,22,83,9.22,broken clouds
672,Kifri,IQ,34.6959,44.9661,64.92,68,75,5.84,broken clouds
673,Kitahiroshima,JP,42.9758,141.5672,51.01,65,20,4.61,few clouds
674,Coquimbo,CL,-29.9533,-71.3436,59.0,77,0,8.05,clear sky
675,Leshukonskoye,RU,64.8989,45.7622,38.26,88,100,13.96,overcast clouds
676,Vila,PT,42.0304,-8.1588,51.01,93,94,3.65,overcast clouds
677,Vzmorye,RU,54.6961,20.2361,36.0,80,0,2.24,clear sky
678,Moron,AR,-34.6534,-58.6198,71.01,94,90,2.3,light rain
679,Noyabrsk,RU,63.1994,75.4507,28.47,85,86,1.34,overcast clouds
680,Dalvik,IS,65.9702,-18.5286,24.8,63,0,6.91,clear sky
681,Deputatskiy,RU,69.3,139.9,-8.18,84,11,3.47,few clouds
682,Lagunas,PE,-5.2269,-75.6753,74.82,96,82,2.33,broken clouds
683,Jinxi,CN,30.4323,116.2922,57.94,76,100,1.28,overcast clouds
684,Kaoma,ZM,-14.7833,24.8,57.97,71,6,5.55,clear sky
685,Iguape,BR,-24.7081,-47.5553,72.77,82,10,7.78,clear sky
686,Grand-Lahou,CI,5.1367,-5.0242,79.9,86,89,6.64,overcast clouds
687,Sayyan,YE,15.1718,44.3244,56.93,46,5,1.92,clear sky
688,Borba,BR,-4.3878,-59.5939,74.53,97,72,0.83,broken clouds
689,Alta Floresta,BR,-9.8756,-56.0861,73.42,92,63,2.51,broken clouds
690,Berlevag,NO,70.8578,29.0864,19.4,68,0,28.77,clear sky
691,Margate,GB,51.3813,1.3862,41.0,72,100,5.99,overcast clouds
692,Fayaoue,NC,-20.65,166.5333,80.69,82,95,13.62,overcast clouds
693,Opuwo,NA,-18.0607,13.84,68.47,34,11,9.73,few clouds
694,Umm Kaddadah,SD,13.6017,26.6876,74.97,12,11,17.98,few clouds
695,Coihaique,CL,-45.5752,-72.0662,48.2,76,75,6.4,broken clouds
696,Huntsville,US,34.7304,-86.5861,71.6,56,90,10.36,overcast clouds
697,Mwinilunga,ZM,-11.7358,24.4293,58.69,95,92,3.36,overcast clouds
698,Kuzino,RU,57.0224,59.4412,36.57,93,100,4.18,overcast clouds
699,Matamoros,MX,25.5333,-103.25,95.0,5,1,7.34,clear sky
