City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Inhambane,MZ,2021-04-10 23:27:27,-23.865,35.3833,72.84,83,1,5.93
294,Hofn,IS,2021-04-10 23:26:27,64.2539,-15.2082,31.37,52,94,5.35
295,Wattegama,LK,2021-04-10 23:27:27,6.7989,81.4808,72.82,92,9,1.97
296,La Rinconada,ES,2021-04-10 23:27:28,37.4873,-5.9826,60.01,88,20,3.44
297,Bakel,SN,2021-04-10 23:27:28,14.905,-12.4568,94.26,9,15,5.28
298,Saldanha,ZA,2021-04-10 23:26:52,-33.0117,17.9442,60.8,88,100,11.5
299,Coquimbo,CL,2021-04-10 23:26:42,-29.9533,-71.3436,59.0,77,0,8.05
300,Namibe,AO,2021-04-10 23:25:00,-15.1961,12.1522,78.75,71,27,4.23
301,Sechelt,CA,2021-04-10 23:23:38,49.4664,-123.7694,51.01,53,79,26.46
302,Rawson,AR,2021-04-10 23:25:17,-43.3002,-65.1023,64.4,41,1,8.03
303,Mandera,KE,2021-04-10 23:27:29,3.9366,41.867,81.61,64,75,13.85
304,Beringovskiy,RU,2021-04-10 23:25:58,63.05,179.3167,7.93,92,100,22.44
305,Kruisfontein,ZA,2021-04-10 23:25:50,-34.0033,24.7314,58.62,87,89,3.09
306,Grand Gaube,MU,2021-04-10 23:26:28,-20.0064,57.6608,79.0,73,98,5.99
307,Quatre Cocos,MU,2021-04-10 23:25:58,-20.2078,57.7625,79.0,78,75,11.5
308,Jumla,NP,2021-04-10 23:27:29,29.2747,82.1838,40.23,24,0,5.46
309,Ishigaki,JP,2021-04-10 23:27:29,24.3448,124.1572,75.2,78,40,14.97
310,Olinda,BR,2021-04-10 23:27:30,-8.0089,-34.8553,73.4,94,75,11.86
311,Biak,ID,2021-04-10 23:27:08,-0.9131,122.8766,77.18,80,100,1.34
312,Nouadhibou,MR,2021-04-10 23:27:30,20.931,-17.0347,68.0,68,46,19.57
313,Severo-Kurilsk,RU,2021-04-10 23:25:16,50.6789,156.125,30.4,73,79,22.91
314,Mizoch,UA,2021-04-10 23:27:30,50.4,26.15,43.0,59,5,5.01
315,Guarapari,BR,2021-04-10 23:24:02,-20.6667,-40.4975,77.0,78,20,3.44
316,Kalmunai,LK,2021-04-10 23:25:25,7.4167,81.8167,77.94,81,62,5.01
317,Mogok,MM,2021-04-10 23:26:13,22.9167,96.5,70.72,46,82,2.46
318,Ostend,BE,2021-04-10 23:27:31,51.2234,2.9119,39.2,87,75,19.57
319,La Ligua,CL,2021-04-10 23:27:31,-32.4524,-71.2311,60.8,59,0,17.27
320,Deputatskiy,RU,2021-04-10 23:27:32,69.3,139.9,-10.35,86,10,2.93
321,Port Augusta,AU,2021-04-10 23:27:32,-32.5,137.7667,62.6,59,90,16.11
322,Praia Da Vitoria,PT,2021-04-10 23:24:12,38.7333,-27.0667,61.0,100,75,19.77
323,Pangai,TO,2021-04-10 23:26:15,-19.8,-174.35,78.62,73,68,10.07
324,Chiredzi,ZW,2021-04-10 23:27:32,-21.05,31.6667,65.89,68,0,3.8
325,Gravdal,NO,2021-04-10 23:27:33,68.1214,13.5031,35.29,90,100,21.59
326,Unai,BR,2021-04-10 23:27:33,-16.3575,-46.9061,68.81,73,1,1.43
327,Niort,FR,2021-04-10 23:27:33,46.3333,-0.3333,52.0,93,96,4.09
328,Necochea,AR,2021-04-10 23:26:31,-38.5473,-58.7368,57.0,93,100,5.01
329,Beisfjord,NO,2021-04-10 23:27:34,68.3751,17.5988,33.8,100,90,17.27
330,Meulaboh,ID,2021-04-10 23:24:37,4.1363,96.1285,76.91,87,58,4.14
331,Kaseda,JP,2021-04-10 23:27:34,31.4167,130.3167,51.8,71,75,3.44
332,Suarez,CO,2021-04-10 23:27:34,2.954,-76.6964,70.61,94,99,4.32
333,Stokmarknes,NO,2021-04-10 23:27:34,68.5646,14.9108,36.0,93,100,7.0
334,Vila,PT,2021-04-10 23:27:35,42.0304,-8.1588,51.01,93,96,3.58
335,Algiers,DZ,2021-04-10 23:21:57,36.7525,3.042,60.8,82,40,3.44
336,Almaznyy,RU,2021-04-10 23:27:35,48.0448,40.045,46.4,66,20,8.95
337,Izumo,JP,2021-04-10 23:27:35,35.3667,132.7667,46.4,71,0,5.75
338,Sale,MA,2021-04-10 23:27:36,34.0389,-6.8166,60.01,100,20,2.06
339,Half Moon Bay,US,2021-04-10 23:26:11,37.4636,-122.4286,69.01,67,1,14.97
340,Adrar,MR,2021-04-10 23:24:41,20.5022,-10.0711,78.98,19,2,14.32
341,Toledo,ES,2021-04-10 23:27:36,39.8333,-4.0,57.99,87,75,6.91
342,Sao Gabriel Da Cachoeira,BR,2021-04-10 23:27:36,-0.1303,-67.0892,73.72,97,70,2.91
343,Dudinka,RU,2021-04-10 23:27:37,69.4058,86.1778,13.24,97,73,4.59
344,Leningradskiy,RU,2021-04-10 23:25:43,69.3833,178.4167,-5.91,94,100,1.83
345,Douentza,ML,2021-04-10 23:27:37,14.9951,-2.9517,86.88,8,0,5.59
346,Dalvik,IS,2021-04-10 23:27:37,65.9702,-18.5286,24.8,63,0,6.91
347,Luau,AO,2021-04-10 23:27:38,-10.7073,22.2247,62.42,93,100,3.18
348,Port-Cartier,CA,2021-04-10 23:26:05,50.0334,-66.8654,36.0,64,40,4.61
349,Muros,ES,2021-04-10 23:27:03,42.7762,-9.0603,53.01,81,99,14.36
350,Port Elizabeth,ZA,2021-04-10 23:24:31,-33.918,25.5701,62.6,94,75,1.14
351,Bundaberg,AU,2021-04-10 23:26:26,-24.85,152.35,78.8,57,61,4.61
352,Alice Springs,AU,2021-04-10 23:25:50,-23.7,133.8833,64.99,48,0,13.8
353,Lazaro Cardenas,MX,2021-04-10 23:27:38,17.9583,-102.2,82.09,53,3,13.11
354,Byron Bay,AU,2021-04-10 23:27:38,-28.65,153.6167,73.4,49,47,13.8
355,Elizabeth City,US,2021-04-10 23:27:39,36.2946,-76.2511,70.0,78,1,9.22
356,Okhotsk,RU,2021-04-10 23:27:39,59.3833,143.3,22.87,76,100,28.88
357,Mitsamiouli,KM,2021-04-10 23:27:39,-11.3847,43.2844,81.43,77,100,8.48
358,Qingyuan,CN,2021-04-10 23:26:19,23.7,113.0333,72.0,73,75,4.47
359,Tikrit,IQ,2021-04-10 23:27:40,34.6071,43.6782,63.91,29,42,20.47
360,Tasiilaq,GL,2021-04-10 23:25:27,65.6145,-37.6368,23.0,74,2,3.44
361,Ziebice,PL,2021-04-10 23:27:40,50.6012,17.0406,46.99,63,100,3.0
362,Vestmanna,FO,2021-04-10 23:27:40,62.1564,-7.1664,30.2,80,75,6.91
363,Port Hardy,CA,2021-04-10 23:27:41,50.6996,-127.4199,46.4,53,40,10.36
364,Port Keats,AU,2021-04-10 23:27:41,-14.25,129.55,83.98,70,13,1.88
365,San Quintin,MX,2021-04-10 23:27:41,30.4833,-115.95,65.43,68,58,15.32
366,Iztapa,GT,2021-04-10 23:27:41,13.9333,-90.7075,87.8,66,20,11.5
367,Ailigandi,PA,2021-04-10 23:27:42,9.2333,-78.0167,80.83,78,73,3.83
368,Lamu,KE,2021-04-10 23:27:42,-2.2717,40.902,80.6,89,40,9.06
369,Manokwari,ID,2021-04-10 23:27:00,-0.8667,134.0833,79.86,79,100,2.84
370,Zhezkazgan,KZ,2021-04-10 23:27:42,47.8043,67.7144,38.8,68,8,24.65
371,Dumai,ID,2021-04-10 23:27:43,1.6833,101.45,73.0,96,90,0.96
372,Tuburan,PH,2021-04-10 23:27:43,6.6439,122.2736,80.6,78,75,4.61
373,Karlskoga,SE,2021-04-10 23:27:44,59.3267,14.5239,35.6,75,1,8.05
374,Kapit,MY,2021-04-10 23:27:44,2.0167,112.9333,73.78,99,100,0.94
375,Ugoofaaru,MV,2021-04-10 23:25:44,5.6667,73.0,82.65,67,13,3.69
376,Nola,IT,2021-04-10 23:27:44,40.922,14.5329,50.0,66,97,0.49
377,De Aar,ZA,2021-04-10 23:27:45,-30.6497,24.0123,71.26,31,56,6.58
378,Belgrade,RS,2021-04-10 23:23:25,44.804,20.4651,52.0,43,0,6.91
379,Mwingi,KE,2021-04-10 23:27:45,-0.9344,38.0601,65.26,95,100,4.79
380,Petropavlovsk-Kamchatskiy,RU,2021-04-10 23:27:45,53.0452,158.6483,35.6,48,0,4.47
381,Chadiza,ZM,2021-04-10 23:25:02,-14.0678,32.4392,59.32,81,82,2.62
382,Inuvik,CA,2021-04-10 23:27:45,68.3499,-133.7218,-2.2,46,100,4.61
383,Cockburn Town,TC,2021-04-10 23:26:43,21.4612,-71.1419,75.49,64,98,15.82
384,Padang,ID,2021-04-10 23:23:36,-0.9492,100.3543,77.0,94,40,1.14
385,Rajgarh,IN,2021-04-10 23:27:46,28.6333,75.3833,76.21,11,11,6.17
386,Waingapu,ID,2021-04-10 23:27:23,-9.6567,120.2641,77.77,79,7,3.2
387,Nome,US,2021-04-10 23:25:34,64.5011,-165.4064,12.99,52,75,19.57
388,Madimba,TZ,2021-04-10 23:26:57,-10.4,40.3333,75.06,92,97,7.31
389,Cayenne,GF,2021-04-10 23:27:46,4.9333,-52.3333,75.2,94,75,3.44
390,Ufimskiy,RU,2021-04-10 23:27:47,56.7084,58.0517,37.2,99,100,3.4
391,Bagan,RU,2021-04-10 23:27:47,54.1001,77.6646,33.64,89,100,8.3
392,Krasnoselkup,RU,2021-04-10 23:27:47,65.7,82.4667,32.99,82,100,9.01
393,Sungaipenuh,ID,2021-04-10 23:25:27,-2.0833,101.3833,63.64,95,97,2.26
394,Madridejos,ES,2021-04-10 23:27:48,39.4682,-3.532,54.0,89,78,1.01
395,Chumikan,RU,2021-04-10 23:27:48,54.7183,135.315,33.91,69,83,21.32
396,Luanda,AO,2021-04-10 23:27:48,-8.8368,13.2343,78.8,83,75,5.75
397,Ilia,GR,2021-04-10 23:27:49,37.75,21.5833,44.6,87,0,3.44
398,Zabol,AF,2021-04-10 23:27:49,32.25,67.25,57.38,21,59,3.62
399,Altus,US,2021-04-10 23:27:49,34.6381,-99.334,75.0,15,1,5.75
400,Fethiye,TR,2021-04-10 23:27:49,36.6217,29.1164,48.2,37,0,9.22
401,Catuday,PH,2021-04-10 23:27:50,16.2923,119.8062,79.02,72,88,8.52
402,Guerrero Negro,MX,2021-04-10 23:25:21,27.9769,-114.0611,66.24,62,99,19.55
403,Waddan,LY,2021-04-10 23:27:50,29.1614,16.139,62.29,26,50,20.15
404,Nuevitas,CU,2021-04-10 23:27:50,21.5453,-77.2644,80.6,57,20,10.36
405,Barsuki,RU,2021-04-10 23:27:51,54.2655,37.4875,37.02,64,0,5.44
406,Sidi Ali,DZ,2021-04-10 23:27:51,36.0998,0.4206,57.06,90,100,2.91
407,Natal,BR,2021-04-10 23:27:51,-5.795,-35.2094,77.0,94,75,5.75
408,Sobolevo,RU,2021-04-10 23:27:41,54.4299,31.8996,39.42,73,18,9.91
409,Evensk,RU,2021-04-10 23:27:52,61.95,159.2333,12.7,67,45,9.06
410,Nishihara,JP,2021-04-10 23:24:21,26.1842,127.7558,71.6,73,20,18.41
411,Jabinyanah,TN,2021-04-10 23:27:52,35.035,10.9081,62.6,77,20,12.66
412,Saint-Georges,GD,2021-04-10 23:26:29,12.0564,-61.7485,80.6,74,20,9.22
413,Conde,BR,2021-04-10 23:27:53,-7.2597,-34.9075,75.2,100,75,6.91
414,Yangambi,CD,2021-04-10 23:27:53,0.8102,24.4336,70.14,98,100,2.71
415,Itarema,BR,2021-04-10 23:26:56,-2.9248,-39.9167,80.49,80,41,13.6
416,Loughrea,IE,2021-04-10 23:27:53,53.1969,-8.5669,33.8,93,40,8.05
417,Rio Gallegos,AR,2021-04-10 23:26:30,-51.6226,-69.2181,53.6,43,0,13.8
418,Barcelos,PT,2021-04-10 23:27:54,41.5388,-8.6151,55.99,94,40,3.53
419,Matara,LK,2021-04-10 23:23:04,5.9485,80.5353,76.33,85,25,2.37
420,Avera,US,2021-04-10 23:26:38,33.194,-82.5271,71.6,83,40,5.75
421,Port Saint Lucie,US,2021-04-10 23:27:54,27.2939,-80.3503,81.0,57,75,12.66
422,Karachev,RU,2021-04-10 23:27:54,53.1229,34.9852,35.6,69,0,4.47
423,Monterey,US,2021-04-10 23:27:55,36.2505,-121.2516,70.0,49,36,18.01
424,Shahr-E Babak,IR,2021-04-10 23:27:55,30.1165,55.1186,61.18,31,63,4.09
425,Cabanas,CU,2021-04-10 23:27:55,22.9758,-82.9219,82.4,65,40,10.36
426,Victoria,HK,2021-04-10 23:20:55,22.2855,114.1577,71.01,81,65,1.01
427,Fairbanks,US,2021-04-10 23:23:02,64.8378,-147.7164,16.0,31,1,10.36
428,Beira,MZ,2021-04-10 23:27:56,-19.8436,34.8389,78.8,78,20,4.9
429,Asau,RO,2021-04-10 23:27:56,46.4333,26.4,39.0,46,1,3.47
430,Nalut,LY,2021-04-10 23:27:08,30.3333,10.85,65.82,35,37,25.61
431,Sakakah,SA,2021-04-10 23:27:56,29.9697,40.2064,55.4,38,0,12.66
432,Icatu,BR,2021-04-10 23:27:57,-2.7758,-44.0658,77.0,100,75,2.3
433,Joensuu,FI,2021-04-10 23:26:26,62.6012,29.7632,33.01,86,0,10.36
434,Mnogovershinnyy,RU,2021-04-10 23:27:57,53.9353,139.9242,32.79,86,100,6.91
435,Vao,NC,2021-04-10 23:27:38,-22.6667,167.4833,77.07,89,100,24.54
436,Little Current,CA,2021-04-10 23:27:57,45.9793,-81.9248,57.0,76,100,4.61
437,Lachi,PK,2021-04-10 23:27:58,33.3833,71.3386,68.0,56,40,6.91
438,Acapulco,MX,2021-04-10 23:25:54,16.8634,-99.8901,84.2,70,40,9.22
439,Alihe,CN,2021-04-10 23:27:58,50.5667,123.7167,36.41,59,20,3.44
440,Alofi,NU,2021-04-10 23:20:05,-19.0595,-169.9187,82.4,78,6,8.05
441,Esperance,AU,2021-04-10 23:24:33,-33.8667,121.9,57.2,88,98,10.36
442,Salmas,IR,2021-04-10 23:27:58,38.1973,44.7653,53.6,71,75,6.91
443,Coelho Neto,BR,2021-04-10 23:27:59,-4.2567,-43.0128,78.57,75,99,1.36
444,Bonthe,SL,2021-04-10 23:25:57,7.5264,-12.505,80.55,86,100,8.72
445,Namtsy,RU,2021-04-10 23:28:00,62.7161,129.6658,17.6,73,75,13.42
446,Northam,GB,2021-04-10 23:25:29,51.0333,-4.2167,41.0,80,22,5.99
447,Oron,NG,2021-04-10 23:28:00,4.8256,8.2343,78.55,88,89,3.49
448,Vestmannaeyjar,IS,2021-04-10 23:25:59,63.4427,-20.2734,37.18,94,100,6.87
449,Vokhtoga,RU,2021-04-10 23:28:00,58.8147,41.0461,35.62,76,28,10.92
450,Palana,RU,2021-04-10 23:28:01,59.1167,159.9667,11.62,84,87,3.78
451,Dire Dawa,ET,2021-04-10 23:28:01,9.5931,41.8661,73.44,49,42,12.59
452,Ballangen,NO,2021-04-10 23:28:01,68.3428,16.8315,34.0,100,90,17.27
453,Longyearbyen,SJ,2021-04-10 23:23:32,78.2186,15.6401,21.2,63,75,19.57
454,Tera,NE,2021-04-10 23:28:02,14.0078,0.7531,88.5,8,0,9.89
455,Verkhnyaya Inta,RU,2021-04-10 23:28:02,65.9811,60.3094,35.04,75,96,14.79
456,Svetlyy,RU,2021-04-10 23:28:02,54.675,20.1347,35.6,80,0,2.24
457,Marzuq,YE,2021-04-10 23:26:22,14.4,46.4667,66.87,21,0,6.17
458,Haradok,BY,2021-04-10 23:28:03,55.4624,29.9816,42.3,95,100,3.62
459,Urucara,BR,2021-04-10 23:28:03,-2.5364,-57.76,75.43,95,87,1.43
460,College,US,2021-04-10 23:26:28,64.8569,-147.8028,15.01,29,75,9.22
461,Cervo,ES,2021-04-10 23:28:03,43.6702,-7.4101,50.0,88,100,1.01
462,Salalah,OM,2021-04-10 23:24:54,17.0151,54.0924,80.6,74,40,1.14
463,Gigmoto,PH,2021-04-10 23:28:04,13.7796,124.39,79.18,79,72,7.96
464,Yanji,CN,2021-04-10 23:28:04,42.9075,129.5078,47.12,46,77,1.72
465,Itupeva,BR,2021-04-10 23:28:04,-23.1531,-47.0578,75.2,50,0,5.75
466,Wenshang,CN,2021-04-10 23:28:05,35.7275,116.4961,50.23,74,44,7.9
467,Asmara,ER,2021-04-10 23:27:04,15.3333,38.9333,60.24,55,70,3.18
468,Hobyo,SO,2021-04-10 23:25:25,5.3505,48.5268,82.13,61,6,14.2
469,Abilene,US,2021-04-10 23:27:19,32.4487,-99.7331,73.4,17,1,3.44
470,Egvekinot,RU,2021-04-10 23:26:45,66.3167,-179.1667,0.27,75,100,13.91
471,Shache,CN,2021-04-10 23:28:05,38.4167,77.2406,52.41,28,27,2.75
472,Khorixas,NA,2021-04-10 23:28:05,-20.3667,14.9667,74.44,30,0,9.22
473,Eureka,US,2021-04-10 23:28:06,40.8021,-124.1637,57.0,54,1,20.71
474,Yuanping,CN,2021-04-10 23:28:06,38.7153,112.7575,53.24,54,100,0.13
475,Buarcos,PT,2021-04-10 23:28:06,40.166,-8.8768,57.99,100,40,2.3
476,Vangaindrano,MG,2021-04-10 23:28:07,-23.35,47.6,72.07,94,39,4.03
477,Anadyr,RU,2021-04-10 23:28:07,64.75,177.4833,8.6,56,100,6.71
478,Touros,BR,2021-04-10 23:27:55,-5.1989,-35.4608,77.0,88,40,4.61
479,Bella Union,UY,2021-04-10 23:28:07,-30.2752,-57.6007,81.72,62,18,11.16
480,Lake City,US,2021-04-10 23:26:22,30.1897,-82.6393,68.0,68,1,4.61
481,Talnakh,RU,2021-04-10 23:26:15,69.4865,88.3972,28.13,97,100,4.92
482,Porangatu,BR,2021-04-10 23:28:08,-13.4408,-49.1486,74.64,74,13,2.57
483,Koumac,NC,2021-04-10 23:28:08,-20.5667,164.2833,79.11,82,100,8.68
484,Verkhoyansk,RU,2021-04-10 23:28:08,67.5447,133.385,-13.49,89,20,2.17
485,Carahue,CL,2021-04-10 23:28:09,-38.7,-73.1667,50.0,81,20,2.53
486,Piterka,RU,2021-04-10 23:28:09,50.6803,47.4454,54.66,81,100,7.58
487,Talakan,RU,2021-04-10 23:28:09,50.3167,130.3667,39.13,72,98,9.08
488,Dataganj,IN,2021-04-10 23:28:10,28.0333,79.4,74.75,10,1,6.67
489,Camana,PE,2021-04-10 23:28:10,-16.6228,-72.7111,69.04,83,58,7.67
490,Shaowu,CN,2021-04-10 23:28:10,27.3409,117.4831,61.25,90,98,2.73
491,Progreso,MX,2021-04-10 23:28:11,21.2833,-89.6667,98.6,36,40,14.97
492,Oksfjord,NO,2021-04-10 23:28:11,70.2396,22.3479,33.8,55,20,13.8
493,Conceicao Do Araguaia,BR,2021-04-10 23:28:11,-8.2578,-49.2647,80.6,78,0,3.44
494,Thohoyandou,ZA,2021-04-10 23:27:11,-22.9456,30.485,63.48,69,0,2.35
495,Buraydah,SA,2021-04-10 23:27:20,26.326,43.975,73.4,35,40,12.66
496,Samarai,PG,2021-04-10 23:26:38,-10.6167,150.6667,82.45,67,95,12.75
497,Brae,GB,2021-04-10 23:25:20,60.3964,-1.353,32.0,86,40,2.3
498,Spornoye,RU,2021-04-10 23:28:12,50.8448,37.2913,39.2,56,0,4.47
499,Osmaniye,TR,2021-04-10 23:28:12,37.0742,36.2478,46.99,86,100,4.0
500,Poso,ID,2021-04-10 23:28:12,-1.3959,120.7524,82.99,70,99,2.89
501,Xuzhou,CN,2021-04-10 23:28:13,34.1805,117.1571,49.46,89,81,9.73
502,The Valley,AI,2021-04-10 23:26:02,18.217,-63.0578,77.0,60,20,5.75
503,Codrington,AU,2021-04-10 23:24:20,-38.2667,141.9667,52.48,64,100,21.88
504,Lososina,RU,2021-04-10 23:28:13,48.9975,140.3106,46.22,47,21,8.28
505,Xining,CN,2021-04-10 23:28:13,36.6167,101.7667,37.09,88,100,0.63
506,Mundo Nuevo,MX,2021-04-10 23:28:14,18.7,-95.5,89.26,53,0,11.32
507,Yining,CN,2021-04-10 23:28:14,29.0361,114.5636,56.8,95,91,0.87
508,Ocos,GT,2021-04-10 23:28:14,14.5094,-92.1933,87.8,55,1,13.8
509,Moindou,NC,2021-04-10 23:28:14,-21.6924,165.677,77.0,94,90,6.91
510,Tiznit,MA,2021-04-10 23:28:15,29.5833,-9.5,55.24,79,24,4.85
511,Nicoya,CR,2021-04-10 23:27:41,10.1483,-85.452,78.8,83,75,5.75
512,Ilulissat,GL,2021-04-10 23:25:55,69.2167,-51.1,21.2,79,90,4.76
513,Uttaradit,TH,2021-04-10 23:24:11,17.6667,100.5,79.0,69,83,3.2
514,Japura,ID,2021-04-10 23:28:15,-0.3167,102.35,72.37,98,87,0.92
515,Kaitangata,NZ,2021-04-10 23:24:19,-46.2817,169.8464,64.99,73,52,4.0
516,Kyshtovka,RU,2021-04-10 23:28:16,56.555,76.6271,32.52,91,100,3.58
517,Nemuro,JP,2021-04-10 23:26:12,43.3236,145.575,37.67,66,6,6.55
518,La Ronge,CA,2021-04-10 23:28:16,55.1001,-105.2842,35.6,75,92,9.22
519,Birin,NP,2021-04-10 23:28:17,26.8865,88.0718,58.39,24,0,5.75
520,Asbestovskiy,RU,2021-04-10 23:28:17,57.7557,61.3967,40.51,93,100,9.4
521,Casablanca,MA,2021-04-10 23:27:03,33.5928,-7.6192,64.0,100,20,1.14
522,Linxia,CN,2021-04-10 23:25:37,35.6003,103.2064,40.96,92,100,2.35
523,Lata,PT,2021-04-10 23:27:15,40.1629,-8.3327,57.99,95,44,1.32
524,Anito,PH,2021-04-10 23:28:17,12.4497,125.2886,79.07,84,96,6.87
525,Shubarkuduk,KZ,2021-04-10 23:28:18,49.1447,56.4872,44.47,71,53,15.1
526,Basco,PH,2021-04-10 23:25:46,20.4487,121.9702,76.06,76,78,22.66
527,Wewak,PG,2021-04-10 23:28:18,-3.5534,143.6268,80.38,80,100,4.14
528,Lebork,PL,2021-04-10 23:28:18,54.5392,17.7501,41.0,75,75,3.44
529,Nara,JP,2021-04-10 23:28:19,34.6851,135.8049,53.01,62,0,1.14
530,Yicheng,CN,2021-04-10 23:28:19,31.3705,119.8703,53.01,99,99,11.01
531,Monrovia,LR,2021-04-10 23:28:19,6.3005,-10.7969,80.6,89,95,7.2
532,Launceston,AU,2021-04-10 23:27:28,-41.45,147.1667,48.99,61,40,5.75
533,Luganville,VU,2021-04-10 23:25:26,-15.5333,167.1667,79.27,82,100,4.34
534,Yerofey Pavlovich,RU,2021-04-10 23:28:20,53.9667,121.9667,18.0,54,22,1.21
535,Camacha,PT,2021-04-10 23:26:05,33.0833,-16.3333,64.4,88,40,8.05
536,Atasu,KZ,2021-04-10 23:28:20,48.6814,71.6433,37.08,60,52,20.27
537,Provideniya,RU,2021-04-10 23:24:30,64.3833,-173.3,2.77,77,100,22.79
538,Mombetsu,JP,2021-04-10 23:28:20,44.3525,143.3525,41.97,56,15,5.64
539,Nanyang,CN,2021-04-10 23:28:21,32.9947,112.5328,54.9,65,100,6.26
540,Dakar,SN,2021-04-10 23:28:21,14.6937,-17.4441,68.0,94,10,11.5
541,Harpalpur,IN,2021-04-10 23:28:21,25.2884,79.3347,82.35,10,79,6.2
542,Mayskiy,RU,2021-04-10 23:28:21,47.6931,40.1025,46.4,66,20,8.95
543,Lakes Entrance,AU,2021-04-10 23:26:10,-37.8811,147.981,53.01,70,59,5.01
544,Batagay,RU,2021-04-10 23:27:30,67.6333,134.6333,-15.61,96,88,3.22
545,Santa Maria,BR,2021-04-10 23:28:09,-29.6842,-53.8069,77.0,73,20,2.3
546,Chapais,CA,2021-04-10 23:24:40,49.7834,-74.8492,59.0,47,1,9.22
547,Tuatapere,NZ,2021-04-10 23:25:46,-46.1333,167.6833,61.0,86,96,8.99
548,Severo-Yeniseyskiy,RU,2021-04-10 23:25:36,60.3725,93.0408,20.57,96,73,3.74
549,Laem Sing,TH,2021-04-10 23:28:22,12.4816,102.0738,79.0,99,91,4.03
550,Roma,US,2021-04-10 23:28:22,43.2128,-75.4557,75.2,31,1,3.98
551,Abalak,RU,2021-04-10 23:28:23,58.1286,68.5944,37.9,94,100,6.89
552,Tura,IN,2021-04-10 23:28:23,25.5198,90.2201,71.56,71,0,3.76
553,Tsimlyansk,RU,2021-04-10 23:28:23,47.6461,42.1019,42.48,90,92,9.57
554,Waipawa,NZ,2021-04-10 23:28:23,-41.4122,175.5153,66.2,77,75,18.41
555,Gargzdai,LT,2021-04-10 23:28:24,55.7128,21.4033,28.4,93,40,1.14
556,Zinder,NE,2021-04-10 23:28:24,13.8072,8.9881,81.36,7,100,6.11
557,Sept-Iles,CA,2021-04-10 23:24:56,50.2001,-66.3821,36.0,64,40,4.61
558,Menongue,AO,2021-04-10 23:28:24,-14.6585,17.691,64.0,63,51,3.87
559,Salinopolis,BR,2021-04-10 23:26:07,-0.6136,-47.3561,79.38,82,70,11.16
560,Ramapuram,IN,2021-04-10 23:28:25,13.1167,79.2,73.38,85,0,1.07
561,Nichinan,JP,2021-04-10 23:28:25,31.6,131.3667,55.4,67,75,5.75
562,Tokur,RU,2021-04-10 23:26:02,53.1333,132.9,25.75,79,99,9.37
563,Fort Payne,US,2021-04-10 23:28:25,34.4442,-85.7197,71.01,60,1,11.5
564,Marseille,FR,2021-04-10 23:28:26,43.3333,5.5,51.01,90,100,7.31
565,Belfast,GB,2021-04-10 23:28:26,54.5833,-5.9333,37.99,70,20,8.05
566,Spearfish,US,2021-04-10 23:28:26,44.4908,-103.8594,66.99,23,1,6.91
567,Olafsvik,IS,2021-04-10 23:24:30,64.8945,-23.7142,39.06,93,100,13.13
568,Emirdag,TR,2021-04-10 23:28:27,39.0197,31.15,27.79,79,60,6.96
569,Sembe,CG,2021-04-10 23:28:27,1.6481,14.5806,71.53,96,88,2.3
570,Rongcheng,CN,2021-04-10 23:28:27,30.634,117.8517,57.06,76,100,1.3
571,Pathein,MM,2021-04-10 23:28:28,16.7833,94.7333,76.98,88,13,3.44
572,Hambantota,LK,2021-04-10 23:25:43,6.1241,81.1185,78.35,79,6,3.56
573,Bonavista,CA,2021-04-10 23:28:28,48.6499,-53.1147,33.01,100,100,6.91
574,Ourossogui,SN,2021-04-10 23:28:28,15.6064,-13.3211,86.0,37,0,5.75
575,Kabakovo,RU,2021-04-10 23:28:29,54.5369,56.1517,46.0,65,0,2.24
576,Ambad,IN,2021-04-10 23:27:27,19.6167,75.8,85.21,34,87,4.94
577,Zhigansk,RU,2021-04-10 23:28:29,66.7697,123.3711,-3.57,82,1,15.77
578,Porto Novo,BJ,2021-04-10 23:28:29,6.4965,2.6036,80.6,74,40,12.66
579,Kathmandu,NP,2021-04-10 23:27:01,27.7167,85.3167,55.4,62,20,2.3
580,Abu Kamal,SY,2021-04-10 23:28:30,34.4506,40.9171,56.41,43,0,14.72
581,Gogrial,SS,2021-04-10 23:28:30,8.5332,28.1004,87.24,25,97,1.43
